1000,multi,ƒ‰ƒ“ƒ_ƒ€‚­‚ñ,74,911,15,7.3999999999999995,91.10000000000001,1.5,1/1
1000,multi,ƒ‰ƒ“ƒ_ƒ€‚­‚ñ,89,891,20,8.9,89.1,2.0
1000,multi,ƒ‰ƒ“ƒ_ƒ€‚­‚ñ,90,887,23,9.0,88.7,2.3

